time(s),cellId,rnti,lcid,packetSize
1.011,2,5,3,697
1.011,2,4,3,463
1.011,2,3,3,463
1.011,2,2,3,463
1.011,2,1,3,463
1.011,4,3,3,697
1.011,4,2,3,932
1.011,4,1,3,932
1.011,6,5,3,697
1.011,6,4,3,697
1.011,6,3,3,463
1.011,6,2,3,463
1.011,6,1,3,463
1.011,8,7,3,228
1.011,8,6,3,228
1.011,8,5,3,463
1.011,8,4,3,463
1.011,8,3,3,463
1.011,8,2,3,463
1.011,8,1,3,463
1.012,2,5,3,697
1.012,2,4,3,697
1.012,2,3,3,463
1.012,2,2,3,463
1.012,2,1,3,463
1.012,4,3,3,932
1.012,4,2,3,932
1.012,4,1,3,932
1.012,6,5,3,697
1.012,6,4,3,697
1.012,6,3,3,463
1.012,6,2,3,463
1.012,6,1,3,463
1.012,8,7,3,228
1.012,8,6,3,228
1.012,8,5,3,463
1.012,8,4,3,463
1.012,8,3,3,463
1.012,8,2,3,463
1.012,8,1,3,463
1.013,2,5,3,697
1.013,2,4,3,697
1.013,2,3,3,463
1.013,2,2,3,463
1.013,2,1,3,463
1.013,4,3,3,932
1.013,4,2,3,932
1.013,4,1,3,932
1.013,6,5,3,697
1.013,6,4,3,697
1.013,6,3,3,463
1.013,6,2,3,463
1.013,6,1,3,463
1.013,8,7,3,228
1.013,8,6,3,228
1.013,8,5,3,463
1.013,8,4,3,463
1.013,8,3,3,463
1.013,8,2,3,463
1.013,8,1,3,463
1.014,2,5,3,697
1.014,2,4,3,697
1.014,2,3,3,463
1.014,2,2,3,463
1.014,2,1,3,463
1.014,4,3,3,932
1.014,4,2,3,932
1.014,4,1,3,932
1.014,6,5,3,697
1.014,6,4,3,697
1.014,6,3,3,463
1.014,6,2,3,463
1.014,6,1,3,463
1.014,8,7,3,228
1.014,8,6,3,228
1.014,8,5,3,463
1.014,8,4,3,463
1.014,8,3,3,463
1.014,8,2,3,463
1.014,8,1,3,463
1.015,2,5,3,697
1.015,2,4,3,697
1.015,2,3,3,463
1.015,2,2,3,463
1.015,2,1,3,463
1.015,4,3,3,932
1.015,4,2,3,932
1.015,4,1,3,932
1.015,6,5,3,697
1.015,6,4,3,697
1.015,6,3,3,463
1.015,6,2,3,463
1.015,6,1,3,463
1.015,8,7,3,228
1.015,8,6,3,228
1.015,8,5,3,463
1.015,8,4,3,463
1.015,8,3,3,463
1.015,8,2,3,463
1.015,8,1,3,463
1.016,2,5,3,697
1.016,2,4,3,697
1.016,2,3,3,463
1.016,2,2,3,463
1.016,2,1,3,463
1.016,4,3,3,932
1.016,4,2,3,932
1.016,4,1,3,932
1.016,6,5,3,697
1.016,6,4,3,697
1.016,6,3,3,463
1.016,6,2,3,463
1.016,6,1,3,463
1.016,8,7,3,228
1.016,8,6,3,228
1.016,8,5,3,463
1.016,8,4,3,463
1.016,8,3,3,463
1.016,8,2,3,463
1.016,8,1,3,463
1.017,2,5,3,22335
1.017,2,4,3,22335
1.017,2,3,3,16115
1.017,2,2,3,16115
1.017,2,1,3,16115
1.017,4,3,3,32234
1.017,4,2,3,19269
1.017,4,1,3,8641
1.017,6,5,3,10511
1.017,6,4,3,24176
1.017,6,3,3,1107
1.017,6,2,3,9634
1.017,6,1,3,9634
1.017,8,7,3,1749
1.017,8,6,3,8057
1.017,8,5,3,5604
1.017,8,4,3,7005
1.017,8,3,3,16115
1.017,8,2,3,16115
1.017,8,1,3,16115
1.018,2,5,3,22335
1.018,2,4,3,19709
1.018,2,3,3,16115
1.018,2,2,3,16115
1.018,2,1,3,16115
1.018,4,3,3,32234
1.018,4,2,3,19269
1.018,4,1,3,8641
1.018,6,5,3,10511
1.018,6,4,3,24176
1.018,6,3,3,1107
1.018,6,2,3,9634
1.018,6,1,3,9634
1.018,8,7,3,1749
1.018,8,6,3,8057
1.018,8,5,3,5604
1.018,8,4,3,7882
1.018,8,3,3,16115
1.018,8,2,3,16115
1.018,8,1,3,16115
1.019,2,5,3,22335
1.019,2,4,3,13137
1.019,2,3,3,16115
1.019,2,2,3,16115
1.019,2,1,3,16115
1.019,4,3,3,32234
1.019,4,2,3,19269
1.019,4,1,3,8641
1.019,6,5,3,10511
1.019,6,4,3,24176
1.019,6,3,3,1107
1.019,6,2,3,9634
1.019,6,1,3,9634
1.019,8,7,3,1749
1.019,8,6,3,8057
1.019,8,5,3,3502
1.019,8,4,3,7882
1.019,8,3,3,16115
1.019,8,2,3,16115
1.019,8,1,3,16115
1.02,2,5,3,22335
1.02,2,4,3,19709
1.02,2,3,3,16115
1.02,2,2,3,16115
1.02,2,1,3,16115
1.02,4,3,3,32234
1.02,4,2,3,19269
1.02,4,1,3,8641
1.02,6,5,3,10511
1.02,6,4,3,24176
1.02,6,3,3,638
1.02,6,2,3,9634
1.02,6,1,3,9634
1.02,8,7,3,1749
1.02,8,6,3,8057
1.02,8,5,3,7005
1.02,8,4,3,7882
1.02,8,3,3,16115
1.02,8,2,3,16115
1.02,8,1,3,16115
1.021,2,5,3,22335
1.021,2,4,3,19709
1.021,2,3,3,16115
1.021,2,2,3,16115
1.021,2,1,3,16115
1.021,4,3,3,24176
1.021,4,2,3,19269
1.021,4,1,3,8641
1.021,6,5,3,10511
1.021,6,4,3,16115
1.021,6,3,3,638
1.021,6,2,3,9634
1.021,6,1,3,9634
1.021,8,7,3,1749
1.021,8,6,3,8057
1.021,8,5,3,5604
1.021,8,4,3,7882
1.021,8,3,3,16115
1.021,8,2,3,16115
1.021,8,1,3,16115
1.022,4,3,3,32234
1.022,4,2,3,19269
1.022,4,1,3,8641
1.022,6,5,3,10511
1.022,6,4,3,24176
1.022,6,3,3,1107
1.022,6,2,3,9634
1.022,6,1,3,9634
1.022,8,7,3,1749
1.022,8,6,3,8057
1.022,8,5,3,5604
1.022,8,4,3,7882
1.022,8,3,3,16115
1.022,8,2,3,16115
1.022,8,1,3,16115
1.023,2,5,3,22335
1.023,2,4,3,19709
1.023,2,3,3,16115
1.023,2,2,3,16115
1.023,2,1,3,16115
1.023,4,3,3,32234
1.023,4,2,3,19269
1.023,4,1,3,8641
1.023,6,5,3,10511
1.023,6,4,3,24176
1.023,6,3,3,1107
1.023,6,2,3,9634
1.023,6,1,3,9634
1.023,8,7,3,1749
1.023,8,6,3,8057
1.023,8,5,3,5604
1.023,8,4,3,7882
1.023,8,3,3,16115
1.023,8,2,3,16115
1.023,8,1,3,16115
1.024,2,5,3,22335
1.024,2,4,3,19709
1.024,2,3,3,16115
1.024,2,2,3,16115
1.024,2,1,3,16115
1.024,4,3,3,32234
1.024,4,2,3,19269
1.024,4,1,3,8641
1.025,2,5,3,22335
1.025,2,4,3,19709
1.025,2,3,3,16115
1.025,2,2,3,16115
1.025,2,1,3,16115
1.025,4,3,3,32234
1.025,4,2,3,22775
1.025,4,1,3,8641
1.025,6,5,3,10511
1.025,6,4,3,24176
1.025,6,3,3,1107
1.025,6,2,3,7882
1.025,6,1,3,13137
1.025,8,7,3,1749
1.025,8,6,3,8057
1.025,8,5,3,5604
1.025,8,4,3,7882
1.025,8,3,3,16115
1.025,8,2,3,16115
1.025,8,1,3,16115
1.026,2,5,3,22335
1.026,2,4,3,19709
1.026,2,3,3,16115
1.026,2,2,3,16115
1.026,2,1,3,16115
1.026,4,3,3,32234
1.026,4,2,3,19269
1.026,4,1,3,8641
1.026,6,5,3,10511
1.026,6,4,3,24176
1.026,6,3,3,638
1.026,6,2,3,9634
1.026,6,1,3,9634
1.027,2,5,3,22335
1.027,2,4,3,22335
1.027,2,3,3,16115
1.027,2,2,3,16115
1.027,2,1,3,16115
1.027,4,3,3,32234
1.027,4,2,3,19269
1.027,4,1,3,8641
1.027,6,5,3,10511
1.027,6,4,3,24176
1.027,6,3,3,1107
1.027,6,2,3,9634
1.027,6,1,3,13137
1.027,8,7,3,1749
1.027,8,6,3,8057
1.027,8,5,3,5604
1.027,8,4,3,7005
1.027,8,3,3,16115
1.027,8,2,3,16115
1.027,8,1,3,16115
1.028,2,5,3,22335
1.028,2,4,3,24176
1.028,2,3,3,16115
1.028,2,2,3,16115
1.028,2,1,3,16115
1.028,4,3,3,24176
1.028,4,2,3,26278
1.028,4,1,3,8641
1.028,8,7,3,2802
1.028,8,6,3,8057
1.028,8,5,3,11387
1.028,8,4,3,9634
1.028,8,3,3,16115
1.028,8,2,3,16115
1.028,8,1,3,16115
1.029,4,3,3,32234
1.029,4,2,3,19269
1.029,4,1,3,8641
1.029,6,5,3,10511
1.029,6,4,3,24176
1.029,6,3,3,638
1.029,6,2,3,9634
1.029,6,1,3,9634
1.029,8,7,3,1749
1.029,8,6,3,8057
1.029,8,5,3,7005
1.029,8,4,3,7882
1.029,8,3,3,16115
1.029,8,2,3,16115
1.029,8,1,3,16115
1.03,2,5,3,19709
1.03,2,4,3,19709
1.03,2,3,3,16115
1.03,2,2,3,16115
1.03,2,1,3,16115
1.03,8,7,3,1749
1.03,8,6,3,8057
1.03,8,5,3,14890
1.03,8,4,3,7882
1.03,8,3,3,16115
1.03,8,2,3,16115
1.03,8,1,3,16115
1.031,2,5,3,22335
1.031,2,4,3,19709
1.031,2,3,3,16115
1.031,2,2,3,16115
1.031,2,1,3,16115
1.031,4,3,3,32234
1.031,4,2,3,19269
1.031,4,1,3,8641
1.031,8,7,3,1749
1.031,8,6,3,8057
1.031,8,5,3,5604
1.031,8,4,3,7882
1.031,8,3,3,16115
1.031,8,2,3,16115
1.031,8,1,3,16115
1.032,4,3,3,32234
1.032,4,2,3,19269
1.032,4,1,3,8641
1.032,8,7,3,1749
1.032,8,6,3,8057
1.032,8,5,3,5604
1.032,8,4,3,11387
1.032,8,3,3,16115
1.032,8,2,3,16115
1.032,8,1,3,16115
1.033,6,5,3,10511
1.033,6,4,3,24176
1.033,6,3,3,638
1.033,6,2,3,9634
1.033,6,1,3,9634
1.034,2,5,3,22335
1.034,2,4,3,22335
1.034,2,3,3,16115
1.034,2,2,3,16115
1.034,2,1,3,16115
1.034,4,3,3,32234
1.034,4,2,3,19269
1.034,4,1,3,22775
1.034,6,5,3,10511
1.034,6,4,3,24176
1.034,6,3,3,1107
1.034,6,2,3,9634
1.034,6,1,3,9634
1.034,8,7,3,2802
1.034,8,6,3,8057
1.034,8,5,3,5604
1.034,8,4,3,7005
1.034,8,3,3,16115
1.034,8,2,3,16115
1.034,8,1,3,16115
1.035,2,5,3,24176
1.035,2,4,3,22335
1.035,2,3,3,16115
1.035,2,2,3,16115
1.035,2,1,3,16115
1.035,4,3,3,32234
1.035,4,2,3,26278
1.035,4,1,3,8641
1.035,6,5,3,11824
1.035,6,4,3,24176
1.035,6,3,3,1107
1.035,6,2,3,9634
1.035,6,1,3,9634
1.036,4,3,3,32234
1.036,4,2,3,26278
1.036,4,1,3,8641
1.036,6,5,3,11824
1.036,6,4,3,16115
